cliente_id,nome,idade,genero,regiao,tipo_contrato,plano,valor_mensal,tempo_cliente_meses,data_contratacao,chamadas_por_mes,minutos_usados,sms_enviados,uso_dados_gb,num_reclamacoes,satisfacao_1_10,ultimo_login_dias,metodo_pagamento,tem_fibra,tem_celular_empresarial,promocoes_ativas,desconto_percentual,churn
CL001463,Cliente_1463,50,M,Sudeste,Anual,Básico,141.88,20,2022-06-28,271,1628,363,67.1,4,3,40,Débito Automático,True,True,0,25,1
CL001464,Cliente_1464,66,M,Nordeste,Bienal,Básico,67.39,9,2022-04-23,423,490,225,23.1,1,3,55,PIX,False,False,2,15,1
CL001465,Cliente_1465,46,F,Norte,Anual,Familia,196.08,6,2023-11-08,433,1128,101,7.3,6,10,19,Boleto,True,False,3,20,0
CL001466,Cliente_1466,60,M,Sul,Anual,Básico,201.88,58,2022-01-27,331,868,485,95.0,7,7,37,Cartão de Crédito,True,False,0,5,1
CL001467,Cliente_1467,39,M,Sudeste,Anual,Padrão,65.54,47,2022-05-15,389,466,130,26.8,7,3,30,Cartão de Crédito,False,False,0,0,0
CL001468,Cliente_1468,43,F,Centro-Oeste,Mensal,Padrão,150.58,5,2022-01-16,50,940,263,64.2,3,9,36,PIX,False,False,0,10,1
CL001469,Cliente_1469,45,F,Sul,Anual,Padrão,153.5,41,2023-01-02,498,591,11,83.0,0,8,58,Boleto,False,False,0,0,1
CL001470,Cliente_1470,67,F,Sul,Mensal,Padrão,133.45,56,2022-09-01,146,857,418,30.7,5,8,5,PIX,True,False,0,10,0
CL001471,Cliente_1471,38,F,Centro-Oeste,Bienal,Premium,189.43,38,2023-08-26,136,1589,321,63.9,0,9,30,Débito Automático,False,False,3,20,0
CL001472,Cliente_1472,66,M,Nordeste,Anual,Familia,136.49,35,2022-11-28,380,1358,180,11.7,7,8,46,Débito Automático,False,True,0,15,0
CL001473,Cliente_1473,24,F,Sudeste,Mensal,Padrão,154.1,55,2022-01-17,301,1485,348,97.0,3,4,42,Cartão de Crédito,False,True,3,0,1
CL001474,Cliente_1474,34,F,Nordeste,Anual,Padrão,249.38,31,2022-06-28,413,621,470,6.8,7,7,23,Débito Automático,False,False,3,0,0
CL001475,Cliente_1475,37,M,Nordeste,Mensal,Familia,90.53,13,2022-09-29,64,1365,160,44.4,0,6,53,Débito Automático,True,False,0,15,0
CL001476,Cliente_1476,58,F,Nordeste,Mensal,Padrão,204.78,26,2022-02-23,191,1565,113,54.1,3,1,53,Boleto,True,True,1,0,0
CL001477,Cliente_1477,66,F,Sul,Mensal,Padrão,176.4,22,2022-05-10,360,1956,17,79.3,2,5,17,Débito Automático,False,False,1,25,1
CL001478,Cliente_1478,37,M,Norte,Anual,Familia,126.27,32,2023-03-08,434,287,103,13.0,1,2,54,PIX,False,False,2,5,1
CL001479,Cliente_1479,71,M,Norte,Anual,Premium,231.88,60,2023-06-23,338,503,185,44.6,7,9,59,Cartão de Crédito,False,False,0,20,0
CL001480,Cliente_1480,39,M,Centro-Oeste,Anual,Básico,187.8,15,2022-04-27,119,1949,341,30.7,5,3,28,Boleto,False,True,2,15,1
CL001481,Cliente_1481,45,M,Centro-Oeste,Mensal,Básico,169.34,11,2022-03-07,361,526,461,31.9,4,7,59,Débito Automático,False,False,1,10,1
CL001482,Cliente_1482,57,M,Norte,Anual,Básico,216.92,16,2023-05-03,328,512,92,78.1,3,2,50,Débito Automático,True,False,0,0,1
CL001483,Cliente_1483,66,F,Sudeste,Anual,Padrão,250.57,47,2023-04-05,103,1637,300,1.5,6,7,11,Boleto,False,False,1,0,0
CL001484,Cliente_1484,24,M,Sudeste,Mensal,Padrão,293.17,56,2023-01-06,395,253,142,75.2,3,4,11,Débito Automático,True,False,3,10,0
CL001485,Cliente_1485,18,F,Nordeste,Anual,Padrão,207.34,60,2023-06-10,436,302,142,81.2,2,6,28,Débito Automático,True,True,3,0,0
CL001486,Cliente_1486,49,F,Centro-Oeste,Mensal,Familia,268.61,6,2023-08-31,351,316,300,90.2,6,9,6,Boleto,False,False,1,15,1
CL001487,Cliente_1487,30,F,Nordeste,Mensal,Básico,50.27,46,2022-04-22,301,581,451,63.1,5,8,15,Cartão de Crédito,False,False,2,0,1
CL001488,Cliente_1488,47,F,Sul,Mensal,Padrão,182.56,11,2023-04-08,296,1438,99,34.0,5,9,11,Cartão de Crédito,True,False,0,5,1
CL001489,Cliente_1489,40,M,Sudeste,Anual,Básico,103.66,58,2023-05-31,183,1740,452,43.3,4,5,20,PIX,False,False,2,5,0
CL001490,Cliente_1490,68,M,Sudeste,Mensal,Básico,73.55,52,2022-08-15,293,1124,450,97.0,2,5,3,PIX,True,True,0,20,0
CL001491,Cliente_1491,73,F,Sul,Mensal,Premium,182.99,10,2023-09-22,458,865,459,88.2,2,4,41,Débito Automático,False,False,0,15,1
CL001492,Cliente_1492,36,F,Sudeste,Mensal,Familia,236.71,16,2022-02-14,288,602,61,46.9,1,9,59,PIX,False,False,0,10,1
CL001493,Cliente_1493,49,F,Nordeste,Mensal,Básico,153.07,12,2023-11-06,66,898,83,94.4,0,10,16,Cartão de Crédito,False,False,1,15,0
CL001494,Cliente_1494,47,M,Sudeste,Mensal,Padrão,217.53,7,2023-06-18,461,905,427,82.5,5,8,27,Cartão de Crédito,True,True,1,10,0
CL001495,Cliente_1495,46,F,Sudeste,Mensal,Básico,172.43,39,2022-11-05,465,1401,275,90.2,5,6,30,PIX,True,False,2,10,1
CL001496,Cliente_1496,66,M,Sul,Anual,Premium,159.27,27,2023-04-15,398,1317,166,68.6,4,10,46,Boleto,True,False,2,25,0
CL001497,Cliente_1497,62,F,Nordeste,Mensal,Básico,122.56,24,2023-10-21,328,1042,294,85.9,2,6,7,Boleto,True,False,2,10,0
CL001498,Cliente_1498,46,Outro,Sul,Anual,Básico,145.65,50,2022-02-01,282,868,128,89.3,6,6,45,PIX,False,False,1,20,1
CL001499,Cliente_1499,47,M,Sudeste,Anual,Familia,137.45,15,2022-03-04,449,861,363,10.1,0,6,49,Boleto,True,False,1,5,0
CL001500,Cliente_1500,33,F,Centro-Oeste,Mensal,Premium,211.55,59,2023-05-06,401,1371,66,96.6,6,7,25,Boleto,True,False,3,25,0
CL001501,Cliente_1501,57,M,Nordeste,Mensal,Familia,79.0,6,2023-02-16,203,187,46,34.0,0,6,39,Cartão de Crédito,True,False,0,10,1
CL001502,Cliente_1502,36,M,Sul,Bienal,Familia,73.16,19,2023-03-13,466,533,456,44.6,0,8,45,PIX,True,False,0,20,0
CL001503,Cliente_1503,35,F,Sul,Mensal,Familia,215.0,8,2023-12-04,235,519,373,79.4,5,7,54,PIX,True,False,3,0,1
CL001504,Cliente_1504,18,F,Sudeste,Mensal,Básico,186.57,52,2022-04-21,481,1376,309,66.8,6,2,47,Cartão de Crédito,False,True,2,10,1
CL001505,Cliente_1505,31,F,Centro-Oeste,Mensal,Familia,157.55,47,2023-05-18,132,528,147,89.4,6,10,30,PIX,False,False,0,25,1
CL001506,Cliente_1506,68,F,Sul,Anual,Básico,88.11,36,2023-12-31,104,1287,249,40.7,0,4,18,Débito Automático,False,False,3,0,0
CL001507,Cliente_1507,64,F,Nordeste,Anual,Premium,152.76,50,2023-03-31,474,1618,136,38.0,1,7,58,Cartão de Crédito,True,False,0,20,0
CL001508,Cliente_1508,67,F,Sudeste,Bienal,Premium,247.43,13,2022-03-17,111,261,94,4.1,1,2,6,Cartão de Crédito,False,True,1,0,0
CL001509,Cliente_1509,19,F,Norte,Bienal,Familia,272.41,54,2022-03-24,450,606,237,46.8,2,4,48,Cartão de Crédito,False,False,1,25,0
CL001510,Cliente_1510,71,M,Centro-Oeste,Mensal,Premium,225.64,54,2022-11-26,407,364,283,72.7,7,2,4,Cartão de Crédito,False,True,1,0,0
CL001511,Cliente_1511,45,Outro,Sudeste,Mensal,Básico,64.98,33,2023-09-15,108,209,319,30.8,0,2,12,Boleto,False,False,2,15,1
CL001512,Cliente_1512,66,M,Sudeste,Mensal,Premium,217.6,32,2022-06-01,191,1975,34,46.8,6,7,17,Boleto,False,False,1,0,0
CL001513,Cliente_1513,67,F,Centro-Oeste,Mensal,Básico,110.25,28,2022-03-09,198,999,295,22.7,2,2,17,PIX,True,False,2,0,0
CL001514,Cliente_1514,47,M,Sul,Mensal,Premium,128.81,40,2022-05-10,496,1842,380,77.5,7,4,50,Cartão de Crédito,True,False,0,10,0
CL001515,Cliente_1515,55,M,Centro-Oeste,Mensal,Familia,98.97,51,2022-10-09,223,1442,357,7.0,3,7,54,Débito Automático,True,False,0,0,1
CL001516,Cliente_1516,68,M,Nordeste,Mensal,Básico,243.94,49,2023-10-02,360,1255,491,70.8,5,6,49,Cartão de Crédito,True,False,0,15,1
CL001517,Cliente_1517,21,F,Sul,Mensal,Familia,212.15,10,2023-10-11,111,1256,257,38.5,1,4,19,Cartão de Crédito,False,True,0,10,0
CL001518,Cliente_1518,18,M,Nordeste,Mensal,Padrão,202.96,33,2023-08-23,216,493,386,5.1,1,9,51,PIX,False,False,1,25,0
CL001519,Cliente_1519,25,M,Sudeste,Bienal,Familia,216.99,1,2023-07-16,219,719,269,85.5,5,5,48,Boleto,False,False,0,5,1
CL001520,Cliente_1520,46,F,Sul,Anual,Básico,109.19,21,2023-12-31,353,783,464,49.3,4,2,22,PIX,True,False,1,15,1
CL001521,Cliente_1521,72,F,Norte,Bienal,Padrão,161.16,5,2022-11-29,152,651,354,60.3,3,7,35,PIX,False,True,0,0,1
CL001522,Cliente_1522,56,M,Sudeste,Mensal,Básico,208.31,1,2023-01-26,77,903,323,73.5,6,10,48,Débito Automático,True,True,0,0,1
CL001523,Cliente_1523,20,M,Nordeste,Mensal,Básico,209.15,53,2023-09-04,133,1158,46,65.9,1,2,50,Cartão de Crédito,False,False,1,5,1
CL001524,Cliente_1524,49,M,Sul,Mensal,Padrão,247.96,55,2023-06-28,183,1694,93,73.4,6,8,39,PIX,True,True,2,25,0
CL001525,Cliente_1525,27,M,Nordeste,Mensal,Padrão,121.78,21,2022-10-29,108,1828,181,76.5,0,7,51,Cartão de Crédito,False,False,1,0,0
CL001526,Cliente_1526,27,F,Centro-Oeste,Mensal,Padrão,242.58,25,2023-04-10,139,821,441,59.3,5,9,32,PIX,False,False,2,0,1
CL001527,Cliente_1527,36,F,Centro-Oeste,Bienal,Padrão,160.05,20,2023-06-02,119,1495,189,37.2,0,6,6,Boleto,True,False,3,0,0
CL001528,Cliente_1528,63,F,Sudeste,Bienal,Premium,217.54,45,2023-09-12,472,130,486,25.1,5,7,39,Cartão de Crédito,False,True,1,10,0
CL001529,Cliente_1529,51,M,Norte,Mensal,Padrão,163.93,9,2023-03-17,234,1297,50,90.4,6,10,4,Débito Automático,False,True,2,15,1
CL001530,Cliente_1530,50,F,Centro-Oeste,Mensal,Premium,287.15,16,2022-04-12,487,916,205,97.0,0,9,31,Boleto,True,True,3,15,1
CL001531,Cliente_1531,40,F,Centro-Oeste,Mensal,Básico,94.83,28,2023-12-20,109,1513,303,36.4,5,7,8,Débito Automático,False,False,2,0,0
CL001532,Cliente_1532,72,F,Sul,Mensal,Padrão,218.75,40,2022-04-28,194,1833,410,12.1,6,9,29,Boleto,False,False,1,15,0
CL001533,Cliente_1533,45,F,Centro-Oeste,Mensal,Familia,194.13,46,2023-11-02,217,205,332,23.0,6,8,31,Cartão de Crédito,False,False,3,0,0
CL001534,Cliente_1534,49,F,Sudeste,Mensal,Premium,93.18,49,2023-10-29,115,1398,438,67.4,2,5,38,Cartão de Crédito,True,False,2,25,0
CL001535,Cliente_1535,67,F,Sudeste,Mensal,Premium,66.5,36,2023-07-19,420,1219,124,18.1,1,7,3,Cartão de Crédito,False,False,1,0,0
CL001536,Cliente_1536,24,M,Centro-Oeste,Mensal,Premium,249.79,39,2022-08-09,173,1805,211,78.2,2,7,24,Boleto,False,False,2,10,0
CL001537,Cliente_1537,46,F,Sudeste,Mensal,Básico,89.36,49,2023-03-17,262,1116,368,92.4,6,1,21,Cartão de Crédito,True,False,0,5,1
CL001538,Cliente_1538,25,F,Sudeste,Mensal,Padrão,96.63,60,2023-04-08,231,1153,432,96.4,1,4,58,Débito Automático,False,False,0,0,0
CL001539,Cliente_1539,18,F,Centro-Oeste,Mensal,Padrão,294.61,24,2022-08-22,120,893,407,1.9,4,5,7,Cartão de Crédito,True,False,0,10,0
CL001540,Cliente_1540,74,M,Centro-Oeste,Bienal,Padrão,229.32,16,2023-02-28,93,260,265,95.9,2,6,1,Boleto,True,False,3,0,0
CL001541,Cliente_1541,72,F,Sudeste,Mensal,Familia,112.62,14,2022-12-14,389,1429,134,74.3,1,7,36,Boleto,False,False,3,5,0
CL001542,Cliente_1542,20,F,Centro-Oeste,Bienal,Básico,197.74,48,2023-04-10,244,1746,371,9.3,4,5,34,PIX,False,False,1,0,1
CL001543,Cliente_1543,41,M,Sul,Anual,Premium,183.53,59,2023-02-13,106,1847,272,42.1,6,2,36,PIX,True,True,3,5,0
CL001544,Cliente_1544,40,M,Nordeste,Bienal,Premium,261.12,34,2023-03-02,341,295,277,70.3,1,5,55,PIX,False,True,2,5,0
CL001545,Cliente_1545,25,F,Centro-Oeste,Anual,Familia,232.33,24,2022-04-08,106,707,314,95.7,3,5,21,Cartão de Crédito,False,False,3,15,0
CL001546,Cliente_1546,71,F,Nordeste,Anual,Padrão,257.93,47,2022-11-17,426,437,299,17.2,5,7,0,Cartão de Crédito,False,False,3,20,0
CL001547,Cliente_1547,74,F,Sudeste,Bienal,Padrão,102.88,11,2023-03-14,220,1261,266,13.6,2,3,38,Boleto,False,False,3,10,1
CL001548,Cliente_1548,64,M,Sudeste,Mensal,Básico,210.05,45,2022-11-17,349,889,297,47.8,0,1,41,PIX,False,True,0,0,0
CL001549,Cliente_1549,54,F,Nordeste,Mensal,Básico,60.06,36,2023-11-13,367,546,278,96.8,4,6,47,Boleto,False,False,1,5,1
CL001550,Cliente_1550,20,M,Nordeste,Bienal,Familia,67.24,56,2022-09-19,420,1433,373,97.2,4,7,32,Cartão de Crédito,False,True,3,0,1
CL001551,Cliente_1551,68,M,Centro-Oeste,Anual,Premium,228.38,1,2023-01-19,132,1302,443,23.6,6,10,48,Débito Automático,False,False,1,15,0
CL001552,Cliente_1552,50,M,Centro-Oeste,Bienal,Padrão,56.11,47,2022-06-06,366,436,213,32.6,6,8,3,Débito Automático,True,True,2,0,0
CL001553,Cliente_1553,45,M,Sul,Anual,Básico,194.94,12,2023-12-05,143,1357,487,90.9,0,7,47,Débito Automático,True,False,1,15,0
CL001554,Cliente_1554,64,M,Centro-Oeste,Bienal,Premium,260.1,21,2023-05-01,316,1372,61,73.7,4,7,8,Boleto,True,False,1,0,0
CL001555,Cliente_1555,25,M,Sudeste,Anual,Padrão,144.99,9,2022-03-10,382,231,366,97.3,0,7,7,Boleto,True,True,3,0,0
CL001556,Cliente_1556,51,M,Sudeste,Anual,Básico,61.21,39,2022-04-04,425,348,53,89.4,0,1,57,Boleto,True,True,2,0,0
CL001557,Cliente_1557,52,M,Centro-Oeste,Anual,Padrão,228.46,3,2022-03-29,210,1928,337,22.3,1,9,50,Boleto,True,False,0,10,0
CL001558,Cliente_1558,49,F,Sudeste,Bienal,Padrão,282.42,16,2022-04-06,151,1578,374,76.2,2,9,21,Cartão de Crédito,False,True,2,0,0
CL001559,Cliente_1559,41,F,Sudeste,Anual,Básico,229.29,4,2023-03-19,426,598,364,5.8,3,7,48,Cartão de Crédito,False,False,0,0,1
CL001560,Cliente_1560,31,M,Sul,Anual,Padrão,194.61,26,2022-04-09,161,162,473,82.0,4,9,41,Cartão de Crédito,False,False,0,0,1
CL001561,Cliente_1561,49,F,Nordeste,Anual,Básico,107.51,55,2023-01-17,115,918,111,60.6,1,4,48,PIX,False,True,0,20,1
CL001562,Cliente_1562,73,M,Centro-Oeste,Mensal,Básico,53.84,46,2022-05-14,159,1515,477,95.7,3,7,53,Boleto,True,False,0,0,0
CL001563,Cliente_1563,63,F,Sudeste,Mensal,Padrão,223.67,54,2023-07-24,169,356,268,96.0,3,2,20,PIX,False,False,1,10,0
CL001564,Cliente_1564,60,M,Sudeste,Bienal,Básico,107.76,13,2022-03-03,328,1371,323,6.0,4,6,47,Débito Automático,False,False,0,5,0
CL001565,Cliente_1565,33,M,Sudeste,Anual,Premium,264.54,20,2023-08-24,291,1387,106,16.9,4,2,53,PIX,True,False,1,5,0
CL001566,Cliente_1566,21,F,Sul,Mensal,Familia,166.59,19,2023-07-30,482,566,282,48.9,1,10,40,Cartão de Crédito,True,False,2,0,0
CL001567,Cliente_1567,69,F,Nordeste,Mensal,Básico,182.66,27,2023-07-30,197,948,370,88.1,4,3,27,Cartão de Crédito,False,True,0,5,1
CL001568,Cliente_1568,54,F,Nordeste,Anual,Familia,238.48,2,2022-12-04,291,460,167,81.6,3,1,36,Cartão de Crédito,True,False,3,15,1
CL001569,Cliente_1569,71,F,Centro-Oeste,Anual,Familia,244.86,10,2023-11-18,271,979,73,96.5,4,7,1,Débito Automático,False,False,0,5,1
CL001570,Cliente_1570,38,F,Norte,Anual,Básico,210.66,60,2022-05-06,320,1516,235,62.2,5,2,45,Boleto,False,True,0,0,1
CL001571,Cliente_1571,31,M,Sudeste,Anual,Básico,284.61,25,2023-02-25,499,278,91,26.4,5,3,16,Cartão de Crédito,False,False,0,0,1
CL001572,Cliente_1572,48,M,Nordeste,Mensal,Básico,295.57,19,2022-12-29,335,1048,84,3.5,1,1,30,Débito Automático,True,False,0,5,0
CL001573,Cliente_1573,72,M,Nordeste,Mensal,Básico,286.72,15,2023-11-13,53,1629,371,23.1,1,3,44,Boleto,False,True,3,5,1
CL001574,Cliente_1574,65,M,Norte,Mensal,Familia,256.04,39,2023-03-10,369,1950,74,67.9,1,4,12,Débito Automático,True,False,2,0,0
CL001575,Cliente_1575,35,F,Norte,Anual,Padrão,226.41,47,2022-02-22,370,1936,83,92.7,4,7,58,PIX,False,False,0,20,1
CL001576,Cliente_1576,24,F,Sudeste,Mensal,Premium,215.83,49,2022-10-22,57,598,244,32.8,2,6,44,PIX,True,False,3,25,0
CL001577,Cliente_1577,27,M,Sul,Anual,Padrão,75.94,24,2023-09-07,101,776,227,87.7,1,1,17,Cartão de Crédito,True,True,3,0,0
CL001578,Cliente_1578,24,F,Nordeste,Anual,Familia,117.87,16,2022-11-16,191,1726,82,40.1,2,4,23,Cartão de Crédito,True,False,2,10,0
CL001579,Cliente_1579,50,F,Sudeste,Anual,Básico,51.42,17,2022-12-27,363,1957,499,31.5,0,9,30,Boleto,True,True,2,0,0
CL001580,Cliente_1580,40,M,Sudeste,Bienal,Padrão,84.35,60,2022-04-17,316,1827,393,51.4,1,3,32,Cartão de Crédito,True,True,2,5,0
CL001581,Cliente_1581,38,M,Nordeste,Mensal,Padrão,159.81,16,2023-08-15,364,391,14,44.8,2,6,53,Cartão de Crédito,False,False,3,0,0
CL001582,Cliente_1582,36,M,Nordeste,Anual,Básico,86.63,18,2023-06-04,329,687,492,91.5,6,2,52,PIX,False,True,1,0,1
CL001583,Cliente_1583,65,M,Sudeste,Mensal,Básico,275.42,49,2022-08-06,137,917,300,47.4,7,5,30,PIX,False,False,1,0,1
CL001584,Cliente_1584,36,M,Sul,Mensal,Padrão,251.42,4,2022-06-08,209,198,180,28.5,2,9,57,Cartão de Crédito,False,True,3,0,0
CL001585,Cliente_1585,53,F,Sudeste,Mensal,Básico,67.9,2,2023-11-04,351,1730,337,84.4,3,2,26,Débito Automático,True,True,0,0,1
CL001586,Cliente_1586,46,M,Sul,Mensal,Básico,112.23,49,2023-05-09,77,280,262,99.9,7,3,56,Cartão de Crédito,True,True,3,5,1
CL001587,Cliente_1587,35,M,Sudeste,Anual,Padrão,254.77,49,2022-08-18,65,1052,413,65.2,6,2,35,Boleto,False,False,3,15,1
CL001588,Cliente_1588,19,Outro,Sudeste,Anual,Padrão,250.76,31,2022-04-21,347,1526,77,25.8,7,2,20,Débito Automático,True,True,2,10,1
CL001589,Cliente_1589,18,F,Nordeste,Mensal,Básico,286.36,2,2022-12-25,408,1789,228,24.6,2,6,4,Boleto,True,True,2,5,1
CL001590,Cliente_1590,64,F,Sudeste,Mensal,Premium,299.39,54,2023-07-24,321,473,232,6.7,3,6,10,Débito Automático,False,False,0,5,0
CL001591,Cliente_1591,22,M,Nordeste,Anual,Básico,294.07,2,2023-01-12,149,1991,29,8.7,5,5,33,PIX,True,True,3,5,1
CL001592,Cliente_1592,37,M,Sudeste,Anual,Básico,152.53,15,2022-04-28,445,1959,373,91.6,5,2,58,Cartão de Crédito,False,False,0,0,1
CL001593,Cliente_1593,28,F,Nordeste,Mensal,Básico,112.58,60,2022-10-13,253,723,154,10.6,5,1,33,PIX,True,False,2,20,0
CL001594,Cliente_1594,59,M,Sudeste,Anual,Básico,239.6,60,2023-08-11,239,1806,304,49.0,2,3,56,Boleto,False,False,3,0,1
CL001595,Cliente_1595,19,M,Sul,Anual,Premium,124.82,48,2022-08-20,83,352,184,70.1,2,3,59,Boleto,True,False,3,20,0
CL001596,Cliente_1596,20,F,Centro-Oeste,Anual,Básico,251.6,43,2023-03-16,343,962,447,85.2,0,9,47,Cartão de Crédito,False,False,1,10,0
CL001597,Cliente_1597,40,F,Sudeste,Mensal,Básico,183.49,29,2023-07-29,432,221,356,18.0,2,4,2,Débito Automático,False,False,2,5,1
CL001598,Cliente_1598,72,M,Nordeste,Anual,Básico,248.48,34,2023-09-29,480,541,446,44.3,4,9,5,Débito Automático,True,False,0,5,1
CL001599,Cliente_1599,29,F,Sudeste,Anual,Básico,118.97,40,2023-09-21,327,1840,431,25.9,4,1,19,PIX,True,False,3,0,0
CL001600,Cliente_1600,37,M,Sul,Anual,Básico,177.01,32,2023-11-23,385,344,254,26.3,5,3,3,Cartão de Crédito,False,False,2,10,1
CL001601,Cliente_1601,22,M,Sudeste,Anual,Familia,191.01,21,2023-10-21,393,1762,168,31.1,6,1,36,Cartão de Crédito,False,False,0,25,1
CL001602,Cliente_1602,54,M,Nordeste,Bienal,Premium,285.78,30,2023-07-25,308,1614,80,59.1,6,6,52,Cartão de Crédito,False,False,1,15,0
CL001603,Cliente_1603,55,M,Nordeste,Mensal,Padrão,116.65,24,2022-01-27,306,970,285,2.6,4,1,38,Boleto,False,True,2,0,0
CL001604,Cliente_1604,47,M,Norte,Bienal,Familia,284.17,44,2023-09-16,102,926,209,41.5,0,2,6,Cartão de Crédito,False,True,0,5,1
CL001605,Cliente_1605,26,F,Nordeste,Anual,Básico,251.21,14,2023-11-05,241,1169,258,19.5,2,9,59,Cartão de Crédito,False,True,3,5,1
CL001606,Cliente_1606,51,F,Sul,Anual,Familia,232.72,28,2023-12-12,221,551,475,96.7,0,1,16,Cartão de Crédito,True,False,2,0,1
CL001607,Cliente_1607,70,F,Nordeste,Mensal,Premium,246.72,14,2022-10-01,96,395,36,58.7,6,4,37,Cartão de Crédito,False,False,1,15,1
CL001608,Cliente_1608,61,M,Norte,Mensal,Básico,201.36,56,2022-01-30,471,1871,285,86.9,2,6,35,Boleto,True,False,2,10,0
CL001609,Cliente_1609,52,M,Centro-Oeste,Anual,Básico,111.02,44,2022-07-04,240,1264,53,20.4,3,2,33,Boleto,False,False,0,5,1
CL001610,Cliente_1610,69,M,Sudeste,Anual,Premium,97.37,34,2022-10-07,420,1756,468,81.2,0,1,5,Débito Automático,True,False,0,5,0
CL001611,Cliente_1611,39,M,Centro-Oeste,Mensal,Básico,266.59,14,2023-12-21,90,1996,368,42.1,5,4,38,Débito Automático,False,False,2,0,1
CL001612,Cliente_1612,61,M,Nordeste,Anual,Básico,231.28,55,2022-11-13,454,1644,211,18.6,6,3,1,Débito Automático,False,False,2,10,1
CL001613,Cliente_1613,41,F,Centro-Oeste,Mensal,Padrão,103.3,25,2022-12-14,478,1189,341,76.4,4,7,17,Débito Automático,False,True,0,0,1
CL001614,Cliente_1614,34,F,Centro-Oeste,Bienal,Familia,203.77,12,2022-12-26,446,582,483,76.4,4,7,41,Cartão de Crédito,False,True,3,0,0
CL001615,Cliente_1615,27,F,Sudeste,Bienal,Premium,161.89,56,2022-01-07,243,408,99,99.6,4,10,26,Boleto,False,False,0,0,0
CL001616,Cliente_1616,47,M,Sul,Mensal,Básico,89.66,41,2022-07-05,115,1583,84,78.3,6,7,38,Cartão de Crédito,False,False,2,10,1
CL001617,Cliente_1617,73,F,Sudeste,Bienal,Básico,182.96,40,2022-05-27,92,692,471,15.4,2,9,40,Cartão de Crédito,False,True,3,0,0
CL001618,Cliente_1618,63,M,Sudeste,Bienal,Básico,120.38,20,2023-08-03,239,1895,212,32.9,2,9,50,Débito Automático,False,True,1,0,0
CL001619,Cliente_1619,40,M,Sudeste,Mensal,Padrão,74.06,48,2023-11-05,138,1118,390,45.7,0,4,18,Débito Automático,True,False,0,0,0
CL001620,Cliente_1620,49,M,Sul,Anual,Básico,166.74,42,2023-02-15,225,497,263,13.5,5,9,31,Cartão de Crédito,True,False,1,5,1
CL001621,Cliente_1621,34,F,Sudeste,Mensal,Premium,197.53,7,2022-03-13,418,568,469,79.0,7,7,23,Cartão de Crédito,True,False,3,20,0
CL001622,Cliente_1622,67,Outro,Sudeste,Anual,Padrão,61.73,15,2022-05-26,75,716,85,53.1,1,6,33,Boleto,False,False,1,0,0
CL001623,Cliente_1623,68,M,Sul,Mensal,Familia,150.52,57,2023-10-11,148,491,62,94.5,6,9,24,Cartão de Crédito,True,False,1,10,0
CL001624,Cliente_1624,34,F,Sudeste,Mensal,Básico,114.42,9,2022-02-01,110,196,446,59.3,2,4,54,Débito Automático,True,True,3,15,0
CL001625,Cliente_1625,31,F,Sudeste,Mensal,Básico,57.66,4,2022-04-04,430,1313,191,52.8,6,1,23,Débito Automático,True,False,3,5,1
CL001626,Cliente_1626,26,M,Sudeste,Mensal,Premium,81.42,31,2023-06-28,299,1040,413,8.1,1,6,24,Boleto,False,False,0,0,0
CL001627,Cliente_1627,57,M,Nordeste,Anual,Premium,84.76,23,2022-08-09,424,959,481,15.8,1,1,11,PIX,False,False,1,15,0
CL001628,Cliente_1628,19,M,Nordeste,Mensal,Premium,95.72,6,2023-01-21,367,294,92,85.1,2,10,29,Cartão de Crédito,True,True,2,15,0
CL001629,Cliente_1629,62,Outro,Sudeste,Mensal,Básico,250.84,28,2023-03-06,274,1057,252,99.1,7,9,50,Cartão de Crédito,True,False,2,0,1
CL001630,Cliente_1630,42,M,Norte,Bienal,Familia,159.87,12,2023-04-10,131,1457,137,42.1,7,5,5,Débito Automático,True,False,3,0,0
CL001631,Cliente_1631,56,F,Sul,Mensal,Básico,86.77,47,2022-12-16,447,182,452,81.2,0,2,29,PIX,False,False,2,0,0
CL001632,Cliente_1632,26,M,Sudeste,Anual,Premium,75.07,51,2022-06-11,231,350,48,63.1,5,8,55,PIX,True,False,0,0,1
CL001633,Cliente_1633,71,F,Sudeste,Bienal,Básico,124.49,58,2023-01-14,474,1193,120,95.9,7,10,32,Cartão de Crédito,False,False,3,5,0
CL001634,Cliente_1634,39,M,Nordeste,Bienal,Básico,249.5,22,2022-11-16,237,1415,38,24.6,6,6,14,Boleto,True,False,3,0,1
CL001635,Cliente_1635,60,F,Sul,Mensal,Padrão,141.11,24,2022-11-29,442,439,33,54.9,1,3,28,Cartão de Crédito,False,False,1,0,0
CL001636,Cliente_1636,63,F,Sudeste,Mensal,Básico,89.97,34,2023-08-05,93,1508,357,41.5,0,2,53,Débito Automático,False,True,3,5,0
CL001637,Cliente_1637,21,F,Sudeste,Bienal,Básico,151.03,60,2023-09-03,361,799,265,54.6,0,10,50,Débito Automático,False,True,2,10,0
CL001638,Cliente_1638,43,F,Centro-Oeste,Mensal,Básico,188.83,19,2022-03-28,308,1581,8,27.6,5,4,13,PIX,False,False,3,20,0
